"FailureID","Loco","Date","Equipment","FailureDescription","AssignedLabel","Confidence","Reason","FailureSummary"
"4453192","33636","11/09/2024","Traction Motor G9P7","TM bearing seized","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","TM bearing seized; LP EXPERIENCE CONTINUE WHEEL SLIP & SHOWING TM 1 STATUS RED ON DDS ON ARRIVAL SEG LOOP LINE LP NOTICED SMOKE FROM TM 1,CLI REPORTED TM-1 AXLE LOCKED,BSL MOH SSE REP TM-1 LIBRENTH RING CAME OUT 16.00 HRS LOCO GIVEN READY AFTER TM-1 PINION CUT , LOCO RDY LELA TO BSL NORMAL SPPED WITH HALF TRACTION ( T/BO-1 ISO) Loco arrived at ELS/BL on dt. 17/09/24 in working condition ,loco was checked and found TM-1 pinion cut out condition ,TM changed . Removed TM dismantled and found bearin"
"4446436","39336","08/09/2024","Traction Motor G9P7","Error Techogen. due to Grease entered sensor box","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Error Techogen. due to Grease entered sensor box; LP informed at 10:46 that between SVA/SGZ a sudden fault message occurred It was noticed that grease found on TM5 & TM6 caused disturbance in speed signal & therefore ‘’Speed sensor TM-5 & 6 faulty’’ message appeared and then Traction bogie-2 got isolated instead of TM isolation. It may be  due to  transient problem in  software side. L.NO-39337/BRC WAP7, IA 5.7.24, TI 27.8.24GKP, SR/BUR-MEDHA, BR SY-KNORRS, TR.NO-19037(BDTS-BJU) LD 22, LP INFORM"
"4438907","38624","04/09/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; Ex NCR train arrived N-DDU with Tr. B-1 isolate, normal at N-DDU, N-DDU depart at 22:40 hrs with Tr B-1 isolate. As per LP report, train stopped at IMGE Dn loop line for line clear at 04:24 hrs and depart at 04:34 hrs. After departure ex IMGE speed not increases more than 01 Kmph then LP stopped the train after passing Str Signal at 04:36 hrs, then LP put Tr. Bogie-1 isolate by MCB 127.1/1 & 127.11/1 then depart ex site at 04:42 hrs and loco normal. Train arrived GRRU Dn loo"
"4434387","37136","02/09/2024","Traction Motor G9P7","Temperature sensor defective","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Temperature sensor defective; 1.At 05:55 hrs Train arrived at JLD line no.04 2.At 06:00 hrs. Loco Pilot informed that Traction Converter-01 had got isolated with fault code F0201P1 and T/M no 04 & T/M 06 are already isolated in Bogie-2. TLC/LJN counseled to perform CE off/on with battery reset & to reset mcb no 127.11/1. 3.At 06:05 hrs. LP informed that no success after CE Off/On & mcb reset. 4.At 06:08 hrs. TLC/LJN informed to SSE Dilip Agrawal to counsel the LP. 5.At 06:10 hrs TLC/LJN served F"
"4433964","43481","01/09/2024","Traction Motor G9P7","DE side deflector displaced","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side deflector displaced; 20.35 Train stop at 02/20 OHE post due to gate signal ON condition of gate no-01. LP feel that some smoke & burning smell comes out from under gear of loco. After that LP checked under gear & found smoke & burn comes from TM no-06 gear case. LP used fire extinguisher on the smoke & isolate bogie no-02. 20.51 LP start the Train from site after properly checking of under gear.  21.05 After arrived at NJP LP consult with BGKT/SHED he advice to fail the loco & push to ne"
"4429780","31165","30/08/2024","Traction Motor G9P7","","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","; Abnormal Sound Came From Under truck Bogie-2 Also Smoke Detected from Under Truck. Loco failed due to suspected defect inside TM-6 or gear case no.6. Loco checked by BD staff PUNE and on dropping gear case of TM-6, noticed that TM6 pinion was broken from neck portion and dropped inside GC. Hence, pinion removed and directed to home shed.  Loco arrived to ELS/LGD on 12.09.24 in working condition with TM-6 Pinion removed condition. Loco was examined and defective TM-6 replaced with good one.    "
"4424719","38624","28/08/2024","Traction Motor G9P7","Speed sensor defective.","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defective.; 01:15S/ON at GZB 02:17Spare by 04303 02:45Arr A PNL 02:50CTO 03:48Dep A PNL 03:50Loco got trouble as its speed not increases more than 1Kmph , Tap 269.6/1 & 269.6/2 but not success CE OFF & ON by VCU but not success .Again tap  Tap 269.6/1 & 269.6/2 Than speed increases 1 Kmph to 5kmph .   04:15As per Dy SS , A PNL  load back to staion section 04:20Again load ready to Move 05:49Dep A PNL Loco came to shed in working condition on 23-12-24. Loco checked & attended at BIA P"
"4420848","43429","26/08/2024","Traction Motor G9P7","Misc  (Reqd. to add in Speed Sensor)","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc  (Reqd. to add in Speed Sensor); Attended in E1 Section jobcard 318 during loco 43429 visit for IB on Oct 22 2024  7:22PM. ON 26.8.24 AS PER SR DATA DISTURBANCE CAME IN SR 2 DUE TO TM 6 ISOLATION , DATA LOG SPIF 2 : M 3 MORE MEASURED THEN DEMANDED TORQUE & PROTECTIVE BLOCKING BY DCUM 3 CAUSE DISTURBANCE IN SR 2. ON SENSOR OF TM 5 & 6 GREASE COLLECTED.  Misc  (Reqd. to add in Speed Sensor)"
"4408770","32114","19/08/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); TO-AT TLHR 16:00 HRS. 19:31 Fir by loco pilot. 17:48 Train departure from TLHR R-2. 18:12 Train stop at UP H/SIGNAL of TLHD due to H/signal danger. 19:10 Train started after H/signal given off, after moved some extent LP experienced abnormal sound detected from Axle -5 wheel no 9,10 of loco, immediately LP stop the train informed to TMR and checked the engine. 19:15 After checked restart the train cautiously again experienced about sound from same axl"
"4404897","32695","17/08/2024","Traction Motor G9P7","Pinion shaft broken","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","Pinion shaft broken; Train no:FD/SGWF, Loco No:32695/SBTD Note: TM-1 Isolated. 19:31 : Train arr to LDX 19:55 : Train dep from LDX in loop line with 30kmph 20:05 : Train stalled at Km no : 354/19 due to excess load and heavy rain and speed restriction of train is BPC is 45kmph 20:10 : FIR given by LP to TLC/SCR required banker loco  21:05: Banker LE dep from JMPT 21:25 : Banker Loco arrived site 21:30: Banker Loco made EOT in front of the train 21:50: Train dep from site along with banker loco P"
"4402640","37038","16/08/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); 06.20 – Train through pass KSV. 06.29 – Train stopped at km no. – 1431/15 due to smoke seen during look back the load when observing caution of 40 kmph. 06.37 – LP reported to TLC/AGC that dep. ex Site after TB-1 isolate due to smoke seen from gear case no-1. 06.40 – Memo given to Dy/P that train receive in CHJ L/L & Loco detach immediate from load & placed in siding due to Loco fail & also advice to CLI Mr. Vishesh Meena to reach at CHJ. 06.48 – Trai"
"4400788","38225","16/08/2024","Traction Motor G9P7","Speed Sensor defective (Jacquet/ABB)  (Reqd. to add in Speed Sensor)","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed Sensor defective (Jacquet/ABB)  (Reqd. to add in Speed Sensor); (MCE put OFF/ON got success and after pressure ready train started ex site. LP advised for statement.) Attended in E1 Section jobcard 227 during loco 38225 visit for TI on Sep  6 2024  2:52PM. C & F IN DDS MSSG LOGGED ; SPIF 1 , 2 ; M1,2,3,4,5,6 ; ELECTRICAL SLIP LIMITED . BLOCKING BY DSP . TRACTION NOT COMING . IN CHECKING FOUND  ALL TM  S/S  GREASE INGRESS ON SENSOR PROB & ITS HOUSING . SO ALL TM,S S/S GREASE TO BE CLEANED ."
"4375493","37361","03/08/2024","Traction Motor G9P7","TM bearing seized","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","TM bearing seized; 17:39 hrs Train arrived at LNK station. 17:46 hrs While train departed ex. LNK, LP reported that he observed smoke from TM-3 of bogie-1. CLI/FZR Sh. Tufail ahmad already escorting the train. 17:50 hrs LP extinguished the fire by using small fire extinguisher LP tried to move the train after isolated bogie-1 by switch no. 154 but train not moved. CLI/FZR  Sh. Tufail ahmad also checked the loco and found axle no-3 locked. 17:55 hrs Memo given to traffic controller to arrange rel"
"4362462","43447","28/07/2024","Traction Motor G9P7","Speed sensor defect","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor defect; <span title=""""AT 07:46 LP REPORTED WHILE DEP BKSA MSG CAME F0102P1 """"VCB STUCK IN OFF POSITION """" &amp; PENTO DOWN LP DID :- 1. MCE SWITCH OFF/ON BUT NOT SUCCEED LP FOUND PANTO NOT RAISE  2. LP CHANGE PAN-1 &amp; 2 BUT NOT SUCCEED 3. LP CHANGE SWITCH 85 BUT NOT SUCCEED 4 LP TROBLE SHOOT AS PER NKJ/SHED BUT NOT SUCCEED AT 07:58  FAILLURE MEMO GIVEN R/ENGINE 33490/ NKJ   ARRANGE EX BKSA UP/RTPR R/ENGINE DEP FROM BKSA 09:00  &amp; ARRIVED SITE 09:18 EOT  AT 09:20 . FROM SITE 10"
"4361526","37002","27/07/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); Date.27.07.2024 Train no.82901 Load. 15/30 Loco no. 37002 Based shed. PA DOC.09.01.2018( AQ)  IOH.11.03.2023(AQ)  Loco Transfer from AQ shed to PA shed on date.18.05.2023 IC done.23.05.2024 TI.21.07.24( PA)  STR.25.07.24( NZM)  Prouplision.Medha B/ System. E-70 W/ CAB-2 Loco defects TM-5 Isolate from.25.07.2024 LP. Aditya Khopker ALP. Avdesh kumar HQ. BDTS Brief incidence LP informed ex KLV Loop Line at 17.08 hrs that while Entering in KLV Loop smoke "
"4346126","39078","19/07/2024","Traction Motor G9P7","TM Cable lug burnt","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","TM Cable lug burnt; TRAIN: 22945 LOAD: 22/44 PROPULSION: BHEL BRAKE SYSTEM: E-70 WORKING CAB-1 LP NAME: KARAMCHAND S BRIEF INCIDENCE: Train started ex MMCT then stopped at 21:09 on STA line due to Bogie-2 vibration noticed by LP. Sent CLI Amit Kumar and SSE Ivon on loco. Bogie 2 isolated and Train started at 21:19. Cli accompanied with train. DISPOSAL: TRAIN WORKING NORAML Loco arrived at ELS/BL on dt. 24/07/24 in working condition ,loco was checked and found TM-5 isolated manually ,TM-5 made no"
"4344211","51022","18/07/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Attended in PPIO Section jobcard 136 during loco 33305 visit for IA on Apr 22 2025 12:37PM.   "
"4340750","41575","16/07/2024","Traction Motor G9P7","DE side deflector displaced","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side deflector displaced; Crew given as per availability due to more AC+DSL division holding i.e ( AC 154 + 24 DSL) AGAINST (55 AC+ 45 DSL), This is resulting in an acute position of crew. 12 crew have completed 12 hours working, 32 sectional relief given and 354 Crew were booked for trains. 3. Enroute crew change cases are becoming more as trains are not reaching the crew change point with in stipulated duty hours because of precedence to coaching trains. In order to strictly comply 12 hours"
"4337394","30354","15/07/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); SMOKE FROM UNDER TRUCK & AXLE NO 6 NOT MOVING TM-6 DE bearing seized.  DE Bearing Seize) (Reqd. to add in Bearing)"
"4336731","30642","14/07/2024","Traction Motor G9P7","Rotor copper bar broken","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Rotor copper bar broken; LP REPORTED TO TLC EX KSPR ABOUT LOCO TROUBLE THAT IN VS- MPR SECTION- F0301P1 (DISTURBANCE IN CONV-2) APPEARED TWO TIMES & TR. BOGIE-2 ISOLATE. TRAIN RUN WITH SINGLE BOGIE UP TO MYG, VCU USE IN MYG ENTERING & TM-4 ISO BY SHED STAFF SH- PAWAN AND USE VCU LOCO GOT NORMAL WITH 5 TM.AFTER PASSING LKD/PLJ N/S VCB NOT CLOSE SAME TIME F0201P1 (DISTURBANCE IN CONV-1) APPEARED & TR. BOGIE-1 ISO,THEN AGAIN USE VCU LOCO GOT NORMAL. AGAIN AFTER PASSING NIU/CVJ N/S, VCB NOT CLOSE SA"
"4332737","33513","12/07/2024","Traction Motor G9P7","Phase to phase winding resistance diff.","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Phase to phase winding resistance diff.; As per Loco Link WAP7 to be connected at SC, but WAG9 loco which was fit for 90KMPH was connected, caused loss on run between PAVP-AKP traction motor no-2 defect  Phase to phase winding resistance diff."
"4327219","33173","10/07/2024","Traction Motor G9P7","Speed Sensor Defective (Interlock AG)  (Reqd. to add in Speed Sensor)","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed Sensor Defective (Interlock AG)  (Reqd. to add in Speed Sensor); TRAIN- LE/NDV LOAD-25/1250 PROPILSION- IGBT B/SYSTEM- KNORRS LP NAME- MADHUSUDHAN MEENA (UDN) BRIEF INCIDENT- LP informed Ex TBV 03:15 that fault msg F1302P1 ( Disturbance in processor STB 1) and F0201P1 (Disturbance in con. 1) comes. LP done MCE and battery off/on for 5 min.  After that multi fault F1401P1(Disturbance in processor HBB2) and F0110P1(fatal error in main circuit) comes and main power off.  After consulted K C U"
"4326473","30739","09/07/2024","Traction Motor G9P7","Rotor copper bar broken","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Rotor copper bar broken; BETWEEN SECTION BXN-KEV MR PRESSURE DROP BELOW 6KG AND TRACTION NOT CAME TRAIN HAD STOPPED KEV DOWN HOME TRY TO BP AND FP ANGLE COC CLOSED BY LOAD SIDE. TRY TO BOTH VEUL COC OPERATE 2-3 TIMES, AIR DRYER ISOLATE SANDER COC CLOSE MC OFF/ON VEUL COC NEUMATIC BUT NOT SUCCESS ASSISTANT LOCO DEMAND MAKE SINGLE PIPE BUT PRESSURE NOT CAME. MR PRESSURE MAINTAIN AFTER THEN VEUL COC WEDGE WITH IRON WIRE, CONSULT WITH CCR WITH SINGLE PIPE SECTION CLEAR, AFTER SECTION CLEAR FP COC OP"
"4320458","30221","06/07/2024","Traction Motor G9P7","Misc./Others","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc./Others; •19:52 hrs. train arrived at SPJ.  •20:14 hrs. loco reversed & attached to the load. •20:20 hrs. PR ready. •20:24 hrs. starer signal given.  •LP tried to start the train but message appeared on DDS ‘F1101P2 auxiliary HB-1 MCB tripped in auxiliary cubical’ & TE was not getting. LP tried every possible way to rectify but not succeed.  •20:35 hrs. CLI/SPJ Sri P.N. Kumar arrived on the loco & tried to rectify accordingly TSD i.e. i.Checked all MCBs of HB-1 cubical, found all are reset."
"4315308","30514","04/07/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); DUE TO SKIDDING SOUND COMING FROM TRACTION BOGIE-1. As per report , loco while working in train no. 12447  between VGLJ-KRQ ,after passing from VGLJ station LP experienced abnormal sound coming from underframe .Hence loco failed by TLC . Further CLI checked , on wheel no. 1  - 50*40 & wheel no.2 - 50-45 skidding mark found . Loco checked  at NZM  O/P by TKD staff & found TM1 metal content more . Loco directed to TKD shed for further attention . At TKD"
"4308609","41719","30/06/2024","Traction Motor G9P7","Earth Fault in Stator winding","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Earth Fault in Stator winding; f 0201 p1 and f 0301p1 tm2 isolate ,load back on loop line  light loco to BD Loco arrived at ELS/BL on dt. 12/08/24 in working conditon,Loco was checked and TM-2 isolated condition ,TM -2 inductance value checked and found difference more than limit ,Meggering of TM done and found IR value L.NO-41719/BL WAG-9 IA 27.24, PROPULSION-BT TR.NO-MQSG 59-5020. LP REPORTED AFTER PASSING CHIKANI F0201P1(DIST.IN CONV-1) AND F0301P1( DIST.IN CONV-2) TM2 GOT ISOLATED. TRAIN ON "
"4308016","43335","30/06/2024","Traction Motor G9P7","Speed sensor malfunction.","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor malfunction.; TRAIN NO:- N/DRD LOAD:- 60/5369 T PROPULSION:-  ALSTOM BRAKE SYSYTEM:- KNORR WORKING CAB:- 2 LP:- HARSHIT KOTECHA BRIEF INCIDENT:- WHILE RUNNING TRAIN TM-01 WAS ISOLATED BETWEEN KKRD AND VYA AFTER PASSING NEUTRAL SECTION. THEN THE TRAIN WAS TAKEN IN BIY LOOP LINE. THE LP SWITCHED OFF-ON THE MCE AND DISCONNECTED THE BATTERY FOR 5 MINS AND THE TM-01 CAME INTO SERVICE. AFTER THE DEPARTURE FROM BIY, BETWEEN NOL-BHET SECTION TM-01 WAS IN SERVICE BUT THE REMAINING TM’S WERE "
"4306991","33700","29/06/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); LOCO FAILED DUE TO SMOKE IN TM-1 CHECK FOUND BOGIE -1 ISOLATED VIA ROTARY SWITCH ON 29/06/24 DUE TO SMOKE FROM TM-1 , FURTHER  TM-1 PINION CUT SO TM-1 TO BE CHANGED, BOTH CAB AC WKG NORMAL, INTERMITTENTLY  DATA LOGGED BUR-3 DC LINK OVERVOLTAGE & BUR-3 OFF , DURING CHECKING ALSO BUR-3 GOING UNDER ISOLATION WHEN VCB CLOSED & ERROR INDICATION COMING ON RECC CARD SO BUR-3 RECC CARD TO BE CHANGE BY AUX/ CGL, FEW MSG LOGGED E/F FILTER CKT IR CHECK OK, CAPAC"
"4305843","30320","29/06/2024","Traction Motor G9P7","DE side  winding flashed","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side  winding flashed; Attended in E1 Section jobcard 012 during loco 38215 visit for IC on Dec 13 2024  5:11PM.   DE side  winding flashed"
"4303829","43337","28/06/2024","Traction Motor G9P7","Speed sensor displaced / loose","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor displaced / loose; Loco arrived at TDLE at 07:35 hrs, with Train No-TDLE/COAL. I/C LP gave charge to shunter Abhishek Abhinav/MLDT at 07:45 hrs. After unloading at NTPC/FKK siding, empty load drawn out, Loco was ready to proceed with Train No-BOBRN/E from TDLE. Call for this train was served to LP- Rahul Kumar/RPH by Tr No- 13054 ex MLDT. After arrival TDLE, LP Rahul Kumar took charge of this loco & on checking, LP didn't find SMGR handle at loco. Hence, same informed to TLC/MLDT at"
"4297396","33696","24/06/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); 06.17: GDA Taken over  10.55: RTM Arrival  12.24: RTM departure  12.51: BOD arrival on line no 3.  13.00: LP reported smoke noticed from under truck gear case no. 2 after passing RTM 'E' cabin inner distant signal. Train stopped and checked. As per LP  smoke not coming now. Again smoke noticed after passing RTM 'E' cabin. Train stopped at BOD line no 3. At BOD LP reported loco not moving. Suspected axle lock.  TRAIN IOBP 35/2500 LOCO 33696/TKDE/WCR IB"
"4293186","31327","22/06/2024","Traction Motor G9P7","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","Outer Labrynth Displaced/ Rubbing (Reqd. to add in Bearing); Loco-31327 (GMO) was attended by CLI/BJRI Sri S.B.Singh with Tech/OP/SDL Mr. Santosh Kumar and reported  As per TLC checked Loco for smoke emissions from TM-2 at BJRI at 13:30hrs, after checking found  No smoke emission but burning smell comes from TM-2, isolates Traction Bogie-1 by switch 154 and during shunting of Loco from L/No-3 to L/No-08 found Wheel is freely moves but burning smell still comes whereas Traction bogie-1 was isolat"
"4284592","38107","18/06/2024","Traction Motor G9P7","Misc./Others","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Misc./Others; Loco Case- Stalling due to loco trouble. Previous Remark: 1. Abnormal sound coming from TMB-2 2. On running condition sometimes TM-4 & TM-6 isolated since 20.01.2024. 3. Sometimes LSP glowing when taken TE more than 50%. LP was booked on TO from BYT and CTO of the above train at BYT Line No. 06. After getting singal, while starting the train, LP experienced less Tractive Effort from Traction Bogie 2. So LP coould not gain the attacking speed and train finally stalled after passing "
"4281794","30377","16/06/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; Loco outage 23.16 against the  sanctioned outage of  14.54  in the last cadre review.  8 set  crew utilized for SPL trains.     05 Nos  of  ALP & 09 Nos LP under going training. Due to agitation by Loco  Running staff demanded 46 hrs periodical rest which resulted Train delay.   "
"4276998","30486","14/06/2024","Traction Motor G9P7","DE Bearing Seize) (Reqd. to add in Bearing)","LEVEL_1","HIGH","Maintenance narrative explicitly identifies axle/bearing/labyrinth/pinion seizure, lock, or mechanical jamming.","DE Bearing Seize) (Reqd. to add in Bearing); 17.00 hrs NDLS dep RT  17.17 hrs LP stop the train at KM 6/28 due to UP train LP reported smoke in loco.  17.24 hrs 1. Due to improper play of roller in the cage resulted obstruction of free movement of roller in cage due to which gradually heat generated and resulted in Bearing seizure. 2. Due to uneven etching on inner race (material defect), there was gradual rise of temperature due to unwanted material between roller and inner race. This lead to g"
"4276828","30451","14/06/2024","Traction Motor G9P7","Speed sensor malfunction.","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Speed sensor malfunction.; Ex NCR train arrived DDU PF-1 at 09:42 hrs without information of defects, on arrival CC reported TM-1+2 isolate. CLI put MCE+BA off & on then loco became normal, S/L at 09:57 hrs & depart at 10:00 hrs RT. As per CLI Yogendra Yadav after passing DCX TM-2 isolate & after passing DGO TM-1 isolate. Train arrived GAYA PF- 3 at 12:49 hrs, LP put MCE off & on, loco became normal, S/L at 12:52 hrs & depart at 12:55 hrs (1' extra for MCE off & on). Ex GAYA CLI Purushotam/GMO F"
"4275730","32206","13/06/2024","Traction Motor G9P7","DE side  winding flashed","LEVEL_2","HIGH","Maintenance narrative identifies a serious mechanical traction-motor, rotor/stator, gearcase, wheel-heating, smoke, or vibration failure.","DE side  winding flashed; LP REPORTED AT 14:59HRS. THAT TRAIN STOPPED BETWEEN DY-BXN DUE TO GATE SIG. WAS ON. AFTER STOPPED FAULT F0104P1 (CATENARY VOLTAGE OUT OF LIMIT) APPEARED ON DDS AND VCB OPEN, PANTO LOWERED WITH BP+MR PRESSURE DROPPED. LP ACK. THE FAULT AND CHECKED OHE VOLTAGE. IT WERE 27KV. HE ENERGIZED THE LOCO. BUT HE NOTICED THAT WKG CAB SIDE PANTO RAISED WHILE PANTO SELECTOR SWITCH WAS AUTO POSITION. HE CREATED MR AND BP PRESSURE. BUT WHEN MR PRESSURE WAS 7.0KG/CM2 AND BP PRESSURE WA"
"4274412","33687","13/06/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; 33687 VTA SHED LOCO WAS COMING FROM EX-BRC WTH BOGGIE-2 ISOLATED ALREADY MEMO SERVED TO DY R/ADI TO PLAN TO VTA SHED .BUT THEY REFUSED TO DO SO AT RIGHT TIME WHILE ARRIVING AND NEW EP PROVIDED FOR THAT TRAIN MSIB. ATTACHMENTS HAVE MEMO FROM TLC/ADI TO DY R ADI. During shed investigation, copper strip piece found in Traction Motor and same was touching with TM stator stamping and coil due to which insulation resistance (IR) of all 3-phases became zero and loco given trouble of “Earth Fault Leve"
"4275027","32217","13/06/2024","Traction Motor G9P7","","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","; LP REPORTED AT 14:59HRS. THAT TRAIN STOPPED BETWEEN DY-BXN DUE TO GATE SIG. WAS ON. AFTER STOPPED FAULT F0104P1 (CATENARY VOLTAGE OUT OF LIMIT) APPEARED ON DDS AND VCB OPEN, PANTO LOWERED WITH BP+MR PRESSURE DROPPED. LP ACK. THE FAULT AND CHECKED OHE VOLTAGE. IT WERE 27KV. HE ENERGIZED THE LOCO. BUT HE NOTICED THAT WKG CAB SIDE PANTO RAISED WHILE PANTO SELECTOR SWITCH WAS AUTO POSITION. HE CREATED MR AND BP PRESSURE. BUT WHEN MR PRESSURE WAS 7.0KG/CM2 AND BP PRESSURE WAS 4.5KG/CM2 AGAIN LOCO S"
"4274827","32217","13/06/2024","Traction Motor G9P7","Brazing failure","REJECT","HIGH","No explicit mechanical traction-motor diagnosis; record describes an electrical, sensor, control, operational, or unconfirmed isolation event.","Brazing failure; LP REPORTED AT 14:59HRS. THAT TRAIN STOPPED BETWEEN DY-BXN DUE TO GATE SIG. WAS ON. AFTER STOPPED FAULT F0104P1 (CATENARY VOLTAGE OUT OF LIMIT) APPEARED ON DDS AND VCB OPEN, PANTO LOWERED WITH BP+MR PRESSURE DROPPED. LP ACK. THE FAULT AND CHECKED OHE VOLTAGE. IT WERE 27KV. HE ENERGIZED THE LOCO. BUT HE NOTICED THAT WKG CAB SIDE PANTO RAISED WHILE PANTO SELECTOR SWITCH WAS AUTO POSITION. HE CREATED MR AND BP PRESSURE. BUT WHEN MR PRESSURE WAS 7.0KG/CM2 AND BP PRESSURE WAS 4.5KG/C"
